E yu mbena ka'. E fúú efa rkwe aèmboè e m laèa naè. Vúè neè yá mbe dïì' ce yi gúèú yi mú noêñ.	He is not here, for he has risen, just like he said. Come, see the place where the Lord was lying.
Láè neè mmir mbenduè buu ce Nyúè aè kaè' neè weèe, ce lu'shi. Táá neè tatap aè nfeè' ñgá', ce loo neè Nyúè, ke' ce sá ka'.	rejoicing in hope; enduring in troubles; continuing steadfastly in prayer;
ba Judaès muu Jáêms, ba Judas IÌskarïìyoèt ce e m loè a fyeni Jisoès naè.	Judas the son of James; and Judas Iscariot, who also became a traitor.
M be kuè ce yu' nyor, ka' sá' moè' yu njo ka' wa'a. M be ce yu' nyor seè'ni ce suñ beèe ba buu ce Tata Jisos Kraâis aè m suñ máè aè njáèá mlo mo' ker ba vïì ce e múè' ma mmir máè yáê.	It is doubtless not profitable for me to boast. For I will come to visions and revelations of the Lord.
Mmbañruè, koèñ neè wee bbyeèñge. Fa nyúè' neè woweèe ka'.	Husbands, love your wives, and don't be bitter against them.
E ka' loâ fúú efa rkwe, ñgaâa yá'ni yïì buu a kuushïì yuu ce e m laèa anaè. A ka' kuushi, a byemi yuu ce Ñwaâ' Nyúè yi laèa, a ker byemi yuu ce Jisoès aè m laèa anaè.	When therefore he was raised from the dead, his disciples remembered that he said this, and they believed the Scripture, and the word which Jesus had said.
Mluè mi be ba neè bbyeèñge ce a yu neè mmbúè, ba byeèñge ce a ce nyoñsi boo.	But woe to those who are with child and to those who nurse babies in those days!
E loèr beèe ce ncoèp-baa-aè-rrúèú, a lá'si nyor a woweèe, a laa neè woweèe enáê, “Yáê, seèe ce duè aè rla' Jáèrusaláèm tá buu wááwá ce ñgaâa ncep ntuu Nyúè a m sañ aèmboè Muu Ñwáè naè, vi bo ghááte njo.	"He took the twelve aside, and said to them, ""Behold, we are going up to Jerusalem, and all the things that are written through the prophets concerning the Son of Man will be completed."
Woweèe a ka' yá njáèá ntee ce Pitaè ba Joân a m túr, a bááñger seê, njobeè' woweèe a m ku ba beâe aètáèr, a riñ ñwaè' ka'. Woweèe a m rïìñ aè nfeè' anaè ená Pitaè ba Joân a m ba a Jisoès weèe neè mini-ñwáè.	Now when they saw the boldness of Peter and John, and had perceived that they were unlearned and ignorant men, they marveled. They recognized that they had been with Jesus.
Ñwáè aè ka' lá ntee ba aè yuu ce yïì nyor koèñ, baná e be kwe. Ñwáè aè ka' lá ntee ba aè yuu ce Yú' Nyúè yi koèñ, baná e be koni ryoèñ, cu neè rfúteè-ñwáè.	For the mind of the flesh is death, but the mind of the Spirit is life and peace;
E ka' baè' mbe Saimún Pitaè, e laa neè ye enáê, “Tataê, a wáè ce aè be suè'si ma mkuèu a?”	"Then he came to Simon Peter. He said to him, ""Lord, do you wash my feet?"""
Mmbañruè wowo a bornïì efa rnoèñ a bbyeèñge weèe, a ce luèu aè rnoèñ ba a mmbañruè mo' weèe, a ce geèe buu ce vi yu neè rïìtu-ñwáè seê. Woweèe a ká' ñgá' mbe waâp nduè, aè ba ñgá' ce e ghááte aè yaèp buu bbebep anaè.	Likewise also the men, leaving the natural function of the woman, burned in their lust toward one another, men doing what is inappropriate with men, and receiving in themselves the due penalty of their error.
A ñwáè ce máè m ce laèa mánáê, ‘Ñwáè moè' ce vúè embe máâ njïì ce yi nta' yi caèa ya njobeè' a m bii ka' bi máè, e ku ba naè.’	This is he of whom I said, 'After me comes a man who is preferred before me, for he was before me.'
Jisoès aè laa neè beèe aè nfeè' anaè enáê, “Weèe aè vúè aè rkoo máè, a túr bsaè' ba mmbaèñ aèmboè m yu lá nyáèá wa'a njoká? Máè m ce vúè mbe Ndaèp Nyúè aè mnoèñ wááwá ce cu aè nsheè ce yá'ni beèe, weèe aè ke' koo máè ka'.	"In that hour Jesus said to the multitudes, ""Have you come out as against a robber with swords and clubs to seize me? I sat daily in the temple teaching, and you didn't arrest me."
Bláá njáèá mnyaèa ca vi ka' ba túr ñger aè rgeèe mnyor beèe tá vi ba brara, yi ka' ba yi ká aèmboè bláá Jisos Kraâis ce vi túr ñger aè rgeèe viseèe mntee tá vi ba brara? E m loèr yïì nyor ce e m ba nrara a gee tañshïì aègho neè Nyúè a seâe btuè. E m geèe cena ba aè ñger Yú' Rara ce yi ku ba aègho aè nfeè' wááwá. Vi bláá vi túr ñger aè rgeèe tá seèe ba brara faè dïì' seèe bo geèe mfaâ' mcicïì ce aède' mi lo vúè neè rkwe ka'. E m geèe wa'a tá seèe bo faè' ba neè Nyúè ce e yu nteèe.	how much more will the blood of Christ, who through the eternal Spirit offered himself without blemish to God, cleanse your conscience from dead works to serve the living God?
Ncïìndap Nyúè aè laa neè bbyeèñge anaè enáê, “Weèe fa wáp ka'. M rïìñ máná weèe ce roèo ba Jisoès ce a mú taa mbe kïìntaa naè.	"The angel answered the women, ""Don't be afraid, for I know that you seek Jesus, who has been crucified."
Pitaè aè natïì mbekïì a ñgaâa ntuu Jisoès ce ncoèp moè'sir-aè-rrúèú, a laa mbekïì neè ku' beèe anaè enáê, “Yaè beâe Judaè ker ba beèe wááwá ce a ce cu aè rla' Jáèrusaláèm. Yu'shi neè boèñboñ tá m suñ weèe yuu ce yi yu.	"But Peter, standing up with the eleven, lifted up his voice, and spoke out to them, ""You men of Judea, and all you who dwell at Jerusalem, let this be known to you, and listen to my words."
Wɛ̌ kòŋ enɛ m̀ fa wɛ̀ kɛ?	What do you want me to give you?
Wɛ̀ kòŋ ba yòo mâ kɛ̀ yòo tâ?	Do you love your mother or your father?
Ca yi m geèe bcor wááwá vi misïì a tap aè rbyemïì, a ce kuè' aè beèe aè mnoèñ wááwá.	So the assemblies were strengthened in the faith, and increased in number daily.
Tá Tata Jisoès gee tá rkoèñnïì ce weèe túr a weâe mú naè, li du kuèntombïì, ker gee tá weèe koñ beèe wááwá aèmboè weèr aè koèñ weèe foñ naè.	and the Lord make you to increase and abound in love one toward another, and toward all men, even as we also do toward you,
Kwaè'shi ka aèmboè ñwáè mcañnïì, e ka' tá láè mncir ce a láè neè ñgaâa mcañnïì ka', e so ka'.	Also, if anyone competes in athletics, he isn't crowned unless he has competed by the rules.
Yuu ce yi koni beèe ca yi ce duèñshi ená mñgaèa ce a ke maè' enáê, “Ñgwe aè vú', a ker kúti aèmbuèu mo.” Ker ma' moè' enáê, “A suè'si ñkuânyaèm, e ka' raa wáá a ker biñri aè ncaè'” naè vi yu mini.	"But it has happened to them according to the true proverb, ""The dog turns to his own vomit again,"" and ""the sow that has washed to wallowing in the mire."""
M ce loo máná Nyúè túr ntee boèñboñ neè beèe wááwá ce a koèñ Tata Jisos Kraâis neè mini-ñwáè, a ku cu ba njep rkoèñnïì anaè.	Grace be with all those who love our Lord Jesus Christ with incorruptible love. Amen.
Mɛ̀ yɛ ye a mɛŋni.	I saw him and did not recognise him.
Weèe ka' gee wa'a beèe ce a yu ñgaâa rbyemïì ka' naè, a vúseè weèe, wee weèe ker ke' ená ñwáâ jáá be faè' tá weèe ka' ye ka'.	that you may walk properly toward those who are outside, and may have need of nothing.
M ce kwaè'shi máná weèe aè yu' yïì nsuñ, a yá'nïì weèe buu ce vi yu mini, aè ba buu ce vi kuèu ye.	if indeed you heard him, and were taught in him, even as truth is in Jesus:
A ká' Poêl, e ka' vúè, Táètuloè aè ká' a ce suñ govanoè buu ce Pol aè m geèe, a ce laèa neè ye enáê, “Wáè sa' weèr, weèr aè cu neè cumúnyañ-ñwáè seê. AÈ ka' ba njo' buu ce wáè geèe neè weèr, bdïì' wááwá efa yer ñgoèñ vi ba yáánïì.	"When he was called, Tertullus began to accuse him, saying, ""Seeing that by you we enjoy much peace, and that excellent measures are coming to this nation,"
M rïìñ neè mini-ñwáè ená yuu mo' yi yu ce aède' yi gapnïì seèe efa rkoèñnïì ce Nyúè koèñ seèe na ka'. Káè yu rkwe áè, káè yu rluèñ áè, káè yu bcïìndap Nyúè, káè yu mnyúâmkaè' áè, káè yu buu ce vi yu aègho seè'ni na áè, káè yu buu ce vi bii ka' ba áè, káè njáèá ñger ká áè,	For I am persuaded, that neither death, nor life, nor angels, nor principalities, nor things present, nor things to come, nor powers,
Njeŋwɛ̀ ca e ke bii bii à lî.	This woman dances by witchcraft.
Geewa'a, ñwáè wááwá aè koni ñger aè ndeèe ce Jisoès Kraâis aè fa.	But to each one of us was the grace given according to the measure of the gift of Christ.
Woweèe a ka' ce ye byee, e laa enáê, “M ce suñ weèe neè mini-ñwáè ená moè' efa weèe be fyeèni máè.”	"As they were eating, he said, ""Most certainly I tell you that one of you will betray me."""
Bfúr waê, weèr ce koèñ ená weèe riñ yuu boèñboñ ce Nyúè aè m geèe bcor ce vi yu aè ñgoâñ Máèsáèdonïìyaè vi geêe.	Moreover, brothers, we make known to you the grace of God which has been given in the assemblies of Macedonia;
Ŋwɛ̀ nshe a ŋwɛ̀ ce e ke fuŋ nyʉ̀.	The landlord is the person who proclaims god.
Be keè ba aè nfeè' ce viseèe mnyor vi kúti aè njáâá wa'a, tá yuu ce a m sañ mbe Ñwaâ' Nyúè enáê, “A so rkwe” naè, yi ghááte njo.	"But when this corruptible will have put on incorruption, and this mortal will have put on immortality, then what is written will happen: ""Death is swallowed up in victory."""
AÈ m ba aè nfeè' anaè, nfeè' ce Jus a m ce ye yap ñkaâ' caèasi-mndap aè ká' a ce gháá.	Now the Passover, the feast of the Jews, was at hand.
Nyʉʉ zhi fʉʉse e ku koo wɛɛ.	the bees have all come out from the hive.
Ncir Musïìs yi byemi ená ñwáè ce aède' e gee faèa ba aè tu neè ñgaâa tañshi tañshïì. AÈ ka' ba yi aèmboè leè' ce Nyúè a m ye, ce yi lor dïì' mncir naè, e m ce ba muu yïì aè ñwáè tañshi tañshïì. E m geèe ye e ba yáánïì nfeseè.	For the law appoints men as high priests who have weakness, but the word of the oath which came after the law appoints a Son forever who has been perfected.
Ke'ni neè ce loo, faè dïì' weèe gwe rmoèoshïì ka'. Ntee njep rbúè, bsáè nje nyoèr.”	"Watch and pray, that you don't enter into temptation. The spirit indeed is willing, but the flesh is weak."""
Nfeè' múcaèr tá buu wááwá mïî. Baná weèe cu neè bfee-ñwáè tá weèe bo rïìñ aè rloo boèñboñ.	But the end of all things is near. Therefore be of sound mind, self-controlled, and sober in prayer.
Jisoès aè ka' laèa buu ca mïìsi, ku' beèe anaè a bááñgeèr aè ryá'nïì ce e m yá'ni anaè seê,	It happened, when Jesus had finished saying these things, that the multitudes were astonished at his teaching,
E m geèe buu bghagha' aèfo goèr ka' njobeè' woweèe a m byemi neè ye ka'.	He didn't do many mighty works there because of their unbelief.
Ñwáè mbaèa ca aè laa enáê, ‘Yaè taê, baná m ce bu' mmbo neè wáè ená aè tuu Lasoèroès mbe ndaèp yaè taê,	"He said, 'I ask you therefore, father, that you would send him to my father's house;
Luke	Luêk	16	28	njobeè' bfúr wa a yu mbo beèe ntaê. Maè'shi tá e du báá woweèe faè dïì' woweèe foñ a vú mbe dïì' ñgá' na ka'.’	for I have five brothers, that he may testify to them, so they won't also come into this place of torment.'
Luke	Luêk	16	29	Abraèham aè laa neè ye enáê, ‘Woweèe a túr ñwaâ' Musïìs ba mñwaâ' ñgaâa ncep ntuu Nyúè, maè'shi tá woweèe a yu' yuu ce woweèe a ce laèa mbo.’	But Abraham said to him, 'They have Moses and the prophets. Let them listen to them.'"
Fa mɛ̀ mntuʼ brɛr btaar.	Give me three loaves of bread.
tá aè bo rïìñ ená buu ce a yá'ni wáè vi yu mini ghup.	that you might know the certainty concerning the things in which you were instructed.
Máè ker yá aèmboè Muu Njeèe aè naèa nlaèadoñ mo'. E ka' naèa, ñgoèñ yi ci'tïì seê, nyúè aè sii aèmboè cáâ' sii wa'a, ñwáá yi bañ aèmboè bláá wa'a.	I saw when he opened the sixth seal, and there was a great earthquake. The sun became black as sackcloth made of hair, and the whole moon became as blood.
Ñwáè nfaè' mnsuu ce e faè' tatap aè ba ba ñwáè entombïì aè rye efa buu ce e faè' aè mñkúè.	The farmers who labor must be the first to get a share of the crops.
Seèe ka' fyá' viseèe mnyor ka' ye bráâd ca, ker no enjep ndoñ ca, Nyúè sa' seèe aèmboè beèe ce a geèe yuu bebep ka'.	For if we discerned ourselves, we wouldn't be judged.
Mɛ̀ri à fɛŋti mdip mbe ntʉŋ.	Mary has filled the pot with water.
Woweèe a bipshïì neè ye enáê, “AÈ ce koèñ ená weèr fár byee ñkaè' anaè ba fá tá aè bo ye?”	"They said to him, ""Where do you want us to prepare?"""
Yú' Kraâis ce yi m ba njep woweèe yi m suñ woweèe aèmboè ñgá' ce Kraâis be yá, tá beèe a ka' kuè'si ye. Woweèe a m gheèter aè rrïìñ nfeè' ce buu ca be koni, ker ba njáèá njïì ce vi be ba.	searching for who or what kind of time the Spirit of Christ, which was in them, pointed to, when he predicted the sufferings of Christ, and the glories that would follow them.
E fa mɛ̀ mbàa, a tee mɛ̀ efa shaŋ.	He gave me money and saved me from imprisonment.
njobeè' e ce duèñshi ená Nyúè aè byemi ená e be geèe buu wááwá ce e kaè'. Baná seèe ce laèa enáê, “Yi yu wa'a” ba njo' ye. Seâe laèa wa'a, ce ku'si ba Nyúè.	"For however many are the promises of God, in him is the ""Yes."" Therefore also through him is the ""Amen,"" to the glory of God through us."
E laa enáê, “AÈde' m riñ aè njáâá ká ce ñwáè moè' aè ka' tá naèshi neè máè ka'?” E m laèa neè Felep ená e ko' cu a ye mbe mutuè anaè.	"He said, ""How can I, unless someone explains it to me?"" He begged Philip to come up and sit with him."
Pitaè aè laa neè ye enáê, “Yáê, weèr aè maè'shi yeèr buu wááwá a vú fa wáâ mbuèu.”	"Peter said, ""Look, we have left everything, and followed you."""
Rbyemïì li m geèe beèe Isráèl a tuu ma rdip ce a too ená rdip rbeer. A m tuu rli aèmboè a m ce jáèr lá ba mbe ñkúè wa'a. Beâe aè to' Ijïìp a ka' juèu a waâp mbuèu gheèter foñ ená a bo tuu, rdip anaè li kuñrïì woweèe a du aègho mbaè roè.	By faith, they passed through the Red Sea as on dry land. When the Egyptians tried to do so, they were swallowed up.
Yuu ce a m sañ mbe Ñwaâ' Nyúè aèmboè buu ca yi yu mini. A m sañ enáê, “Wáâ njeñwáè ce wáè be bi muu ka', lu'shi. Wáè ce wáè be riñ aèmboè a ke luuti muu ka', waa mbekïì ce lu'shi, njobeè' boo njeñwáè ce nduu aè maè' ye, a be loè caèa boo njeñwáè ce e cu a nduu”	"For it is written, ""Rejoice, you barren who don't bear. Break forth and shout, you that don't travail. For more are the children of the desolate than of her who has a husband."""
Jisoès aè m ku laa neè ñgaâa yá'ni yïì buu ená a niñ mbe keñ, tuu neèñguu roè entombïì, tá e laasi beèe anaè.	Immediately he made his disciples get into the boat, and to go ahead to the other side, to Bethsaida, while he himself sent the multitude away.
E m laèa neè woweèe enáê, “Buu aè bi aè mñkúè goèr, ñgaâa rkep a ba múcaèr. Baná weèe loo neè Taèr ce e túr ñkúè ená e tuusi ñgaâa mfaè' tá a du kep yïì buu efa mñkúè.	"Then he said to them, ""The harvest is indeed plentiful, but the laborers are few. Pray therefore to the Lord of the harvest, that he may send out laborers into his harvest."
Ca yi m koni wa'a, tá yuu ce Nyúè aè m laèa njïì enjep yïì ñwáè ncep ntuu yi bo ghááte njo.	All this was done, that it might be fulfilled which was spoken through the prophet, saying,
Wèe à yɛ nè mee mmir a?	Did you see it yourselves?
Pol ba Silaès a ka' fúú embe shañ a du mbe ndaèp mbe Lidïìyaè, a tarte a bfúr weèe, a fa woweèe ñger. A ka' misïì, a duê.	They went out of the prison, and entered into Lydia's house. When they had seen the brothers, they encouraged them, and departed.
M ce kwaè'shi aè rvúè yá wáè, laèa neè ya cuèu.	but I hope to see you soon, and we will speak face to face. Peace be to you. The friends greet you. Greet the friends by name.
Jisoès aè ka' yá ye, a ká' ye a laa neè ye enáê, “Njeñwáè, wáè luèñ efa yo yañ.”	"When Jesus saw her, he called her, and said to her, ""Woman, you are freed from your infirmity."""
Krǎis [kɾáís] n 1a.	Christ Jesus.
Muu ca aè duê, a bipshi neè yïì ma enáê, “M be bipshi ba ká?” Yïì ma aè beesïì neè ye enáê, “Tu Joân ñwáè baèptir beèe.”	"She went out, and said to her mother, ""What shall I ask?"" She said, ""The head of John the Baptizer."""
